"intersection1","intersection2","Address","Year","Month","Direction","Coordinates","Intersection ID","Filename"
"East Kossuth Street "," Ebner Street","835 Ebner St, Columbus, OH 43206, USA","2024","06","NW","39.945923,-82.988459","127","East Kossuth Street & Ebner Street~835 Ebner St, Columbus, OH 43206, USA~2024-06~NW~39.945923,-82.988459~id-127.jpg"
"East Kossuth Street "," Jaeger Street","272 E Kossuth St, Columbus, OH 43206, USA","2024","06","NW","39.946020,-82.989897","122","East Kossuth Street & Jaeger Street~272 E Kossuth St, Columbus, OH 43206, USA~2024-06~NW~39.946020,-82.989897~id-122.jpg"
"East Kossuth Street "," Jaeger Street","820 Jaeger St, Columbus, OH 43206, USA","2024","06","E","39.946020,-82.989897","122","East Kossuth Street & Jaeger Street~820 Jaeger St, Columbus, OH 43206, USA~2024-06~E~39.946020,-82.989897~id-122.jpg"
"East Kossuth Street "," Jaeger Street","820 Jaeger St, Columbus, OH 43206, USA","2024","06","SE","39.946020,-82.989897","122","East Kossuth Street & Jaeger Street~820 Jaeger St, Columbus, OH 43206, USA~2024-06~SE~39.946020,-82.989897~id-122.jpg"
"East Kossuth Street "," Jaeger Street","820 Jaeger St, Columbus, OH 43206, USA","2024","06","SW","39.946020,-82.989897","122","East Kossuth Street & Jaeger Street~820 Jaeger St, Columbus, OH 43206, USA~2024-06~SW~39.946020,-82.989897~id-122.jpg"
"East Kossuth Street "," Macon Alley","187 E Kossuth St, Columbus, OH 43206, USA","2019","11","SE","39.946059,-82.992158","121","East Kossuth Street & Macon Alley~187 E Kossuth St, Columbus, OH 43206, USA~2019-11~SE~39.946059,-82.992158~id-121.jpg"
"East Kossuth Street "," Macon Alley","187 E Kossuth St, Columbus, OH 43206, USA","2019","11","SW","39.946059,-82.992158","121","East Kossuth Street & Macon Alley~187 E Kossuth St, Columbus, OH 43206, USA~2019-11~SW~39.946059,-82.992158~id-121.jpg"
"East Kossuth Street "," Macon Alley","196 E Kossuth St, Columbus, OH 43206, USA","2019","11","NW","39.946112,-82.992168","121","East Kossuth Street & Macon Alley~196 E Kossuth St, Columbus, OH 43206, USA~2019-11~NW~39.946112,-82.992168~id-121.jpg"
"East Kossuth Street "," Macon Alley","198 E Kossuth St, Columbus, OH 43206, USA","2019","11","NE","39.946112,-82.992168","121","East Kossuth Street & Macon Alley~198 E Kossuth St, Columbus, OH 43206, USA~2019-11~NE~39.946112,-82.992168~id-121.jpg"
"East Kossuth Street "," Mohawk Street","805 Mohawk St, Columbus, OH 43206, USA","2022","10","NW","39.945981,-82.993018","120","East Kossuth Street & Mohawk Street~805 Mohawk St, Columbus, OH 43206, USA~2022-10~NW~39.945981,-82.993018~id-120.jpg"
"East Kossuth Street "," Mohawk Street","819 Mohawk St, Columbus, OH 43206, USA","2022","10","NE","39.945935,-82.993009","120","East Kossuth Street & Mohawk Street~819 Mohawk St, Columbus, OH 43206, USA~2022-10~NE~39.945935,-82.993009~id-120.jpg"
"East Kossuth Street "," Mohawk Street","819 Mohawk St, Columbus, OH 43206, USA","2022","10","SW","39.945981,-82.993018","120","East Kossuth Street & Mohawk Street~819 Mohawk St, Columbus, OH 43206, USA~2022-10~SW~39.945981,-82.993018~id-120.jpg"
"East Kossuth Street "," Mohawk Street","820 Mohawk St, Columbus, OH 43206, USA","2022","10","E","39.945935,-82.993009","120","East Kossuth Street & Mohawk Street~820 Mohawk St, Columbus, OH 43206, USA~2022-10~E~39.945935,-82.993009~id-120.jpg"
"East Kossuth Street "," Purdy Alley","240 E Kossuth St, Columbus, OH 43206, USA","2024","06","N","39.945972,-82.991062","126","East Kossuth Street & Purdy Alley~240 E Kossuth St, Columbus, OH 43206, USA~2024-06~N~39.945972,-82.991062~id-126.jpg"
"East Kossuth Street "," Purdy Alley","831 Purdy Alley, Columbus, OH 43206, USA","2024","06","W","39.945972,-82.991062","126","East Kossuth Street & Purdy Alley~831 Purdy Alley, Columbus, OH 43206, USA~2024-06~W~39.945972,-82.991062~id-126.jpg"
"East Kossuth Street "," Purdy Alley","836 Purdy Alley, Columbus, OH 43206, USA","2024","06","E","39.945972,-82.991062","126","East Kossuth Street & Purdy Alley~836 Purdy Alley, Columbus, OH 43206, USA~2024-06~E~39.945972,-82.991062~id-126.jpg"
"East Kossuth Street "," South Fifth Street","220 E Kossuth St, Columbus, OH 43206, USA","2024","06","NW","39.946134,-82.991573","133","East Kossuth Street & South Fifth Street~220 E Kossuth St, Columbus, OH 43206, USA~2024-06~NW~39.946134,-82.991573~id-133.jpg"
"East Kossuth Street "," South Fifth Street","220 E Kossuth St, Columbus, OH 43206, USA","2024","06","N","39.946134,-82.991573","133","East Kossuth Street & South Fifth Street~220 E Kossuth St, Columbus, OH 43206, USA~2024-06~N~39.946134,-82.991573~id-133.jpg"
"East Kossuth Street "," South Fifth Street","820 S 5th St, Columbus, OH 43206, USA","2024","06","SE","39.946134,-82.991573","133","East Kossuth Street & South Fifth Street~820 S 5th St, Columbus, OH 43206, USA~2024-06~SE~39.946134,-82.991573~id-133.jpg"
"East Kossuth Street "," South Fifth Street","821 S 5th St, Columbus, OH 43206, USA","2024","06","SW","39.946134,-82.991573","133","East Kossuth Street & South Fifth Street~821 S 5th St, Columbus, OH 43206, USA~2024-06~SW~39.946134,-82.991573~id-133.jpg"
"East Kossuth Street "," South Grant Avenue","304 E Kossuth St, Columbus, OH 43206, USA","2019","11","NW","39.945932,-82.989026","129","East Kossuth Street & South Grant Avenue~304 E Kossuth St, Columbus, OH 43206, USA~2019-11~NW~39.945932,-82.989026~id-129.jpg"
"East Kossuth Street "," South Grant Avenue","309 E Kossuth St, Columbus, OH 43206, USA","2019","11","NE","39.945932,-82.989026","129","East Kossuth Street & South Grant Avenue~309 E Kossuth St, Columbus, OH 43206, USA~2019-11~NE~39.945932,-82.989026~id-129.jpg"
"East Kossuth Street "," South Lazelle Street","123 E Kossuth St, Columbus, OH 43206, USA","2020","11","SW","39.945859,-82.993870","124","East Kossuth Street & South Lazelle Street~123 E Kossuth St, Columbus, OH 43206, USA~2020-11~SW~39.945859,-82.993870~id-124.jpg"
"East Kossuth Street "," South Lazelle Street","124 E Kossuth St, Columbus, OH 43206, USA","2020","11","NW","39.945859,-82.993870","124","East Kossuth Street & South Lazelle Street~124 E Kossuth St, Columbus, OH 43206, USA~2020-11~NW~39.945859,-82.993870~id-124.jpg"
"East Kossuth Street "," South Lazelle Street","129 E Kossuth St, Columbus, OH 43206, USA","2020","11","SE","39.945859,-82.993870","124","East Kossuth Street & South Lazelle Street~129 E Kossuth St, Columbus, OH 43206, USA~2020-11~SE~39.945859,-82.993870~id-124.jpg"
"East Kossuth Street "," South Lazelle Street","132 E Kossuth St, Columbus, OH 43206, USA","2020","11","N","39.945859,-82.993870","124","East Kossuth Street & South Lazelle Street~132 E Kossuth St, Columbus, OH 43206, USA~2020-11~N~39.945859,-82.993870~id-124.jpg"
"East Kossuth Street "," South Pearl Street","25 E Kossuth St, Columbus, OH 43206, USA","2020","11","SW","39.945589,-82.996504","125","East Kossuth Street & South Pearl Street~25 E Kossuth St, Columbus, OH 43206, USA~2020-11~SW~39.945589,-82.996504~id-125.jpg"
"East Kossuth Street "," South Pearl Street","31 E Kossuth St, Columbus, OH 43206, USA","2020","11","SE","39.945589,-82.996504","125","East Kossuth Street & South Pearl Street~31 E Kossuth St, Columbus, OH 43206, USA~2020-11~SE~39.945589,-82.996504~id-125.jpg"
"East Kossuth Street "," South Pearl Street","804 S Pearl St, Columbus, OH 43206, USA","2020","11","NE","39.945589,-82.996504","125","East Kossuth Street & South Pearl Street~804 S Pearl St, Columbus, OH 43206, USA~2020-11~NE~39.945589,-82.996504~id-125.jpg"
"East Kossuth Street "," South Pearl Street","804 S Pearl St, Columbus, OH 43206, USA","2020","11","NW","39.945589,-82.996504","125","East Kossuth Street & South Pearl Street~804 S Pearl St, Columbus, OH 43206, USA~2020-11~NW~39.945589,-82.996504~id-125.jpg"
"East Kossuth Street "," South Sixth Street","244 E Kossuth St, Columbus, OH 43206, USA","2021","09","NW","39.946033,-82.990702","123","East Kossuth Street & South Sixth Street~244 E Kossuth St, Columbus, OH 43206, USA~2021-09~NW~39.946033,-82.990702~id-123.jpg"
"East Kossuth Street "," South Sixth Street","249 E Kossuth St, Columbus, OH 43206, USA","2021","09","NE","39.946033,-82.990702","123","East Kossuth Street & South Sixth Street~249 E Kossuth St, Columbus, OH 43206, USA~2021-09~NE~39.946033,-82.990702~id-123.jpg"
"East Kossuth Street "," South Third Street","809 S 3rd St, Columbus, OH 43206, USA","2020","11","W","39.945798,-82.994718","128","East Kossuth Street & South Third Street~809 S 3rd St, Columbus, OH 43206, USA~2020-11~W~39.945798,-82.994718~id-128.jpg"
"East Kossuth Street "," South Third Street","818 S 3rd St, Columbus, OH 43206, USA","2020","11","NE","39.945798,-82.994718","128","East Kossuth Street & South Third Street~818 S 3rd St, Columbus, OH 43206, USA~2020-11~NE~39.945798,-82.994718~id-128.jpg"
"East Kossuth Street "," South Third Street","818 S 3rd St, Columbus, OH 43206, USA","2020","11","SE","39.945798,-82.994718","128","East Kossuth Street & South Third Street~818 S 3rd St, Columbus, OH 43206, USA~2020-11~SE~39.945798,-82.994718~id-128.jpg"
"East Kossuth Street "," South Third Street","93 E Kossuth St, Columbus, OH 43206, USA","2020","11","SW","39.945798,-82.994718","128","East Kossuth Street & South Third Street~93 E Kossuth St, Columbus, OH 43206, USA~2020-11~SW~39.945798,-82.994718~id-128.jpg"
"East Kossuth Street "," Unknown","249 E Kossuth St, Columbus, OH 43206, USA","2024","06","N","39.946008,-82.990544","132","East Kossuth Street & Unknown~249 E Kossuth St, Columbus, OH 43206, USA~2024-06~N~39.946008,-82.990544~id-132.jpg"
"East Kossuth Street "," Unknown","260 E Kossuth St, Columbus, OH 43206, USA","2024","06","N","39.946001,-82.990428","132","East Kossuth Street & Unknown~260 E Kossuth St, Columbus, OH 43206, USA~2024-06~N~39.946001,-82.990428~id-132.jpg"
"East Kossuth Street "," Unknown","270 E Kossuth St, Columbus, OH 43206, USA","2024","06","NE","39.945990,-82.990200","130","East Kossuth Street & Unknown~270 E Kossuth St, Columbus, OH 43206, USA~2024-06~NE~39.945990,-82.990200~id-130.jpg"
"East Kossuth Street "," Unknown","270 E Kossuth St, Columbus, OH 43206, USA","2024","06","NW","39.945979,-82.990053","130","East Kossuth Street & Unknown~270 E Kossuth St, Columbus, OH 43206, USA~2024-06~NW~39.945979,-82.990053~id-130.jpg"
"East Livingston Avenue "," South Pearl Street","31 E Livingston Ave, Columbus, OH 43215, USA","2024","06","SE","39.952684,-82.997936","203","East Livingston Avenue & South Pearl Street~31 E Livingston Ave, Columbus, OH 43215, USA~2024-06~SE~39.952684,-82.997936~id-203.jpg"
"East Livingston Avenue "," South Pearl Street","31 E Livingston Ave, Columbus, OH 43215, USA","2024","06","S","39.952684,-82.997936","203","East Livingston Avenue & South Pearl Street~31 E Livingston Ave, Columbus, OH 43215, USA~2024-06~S~39.952684,-82.997936~id-203.jpg"
"East Livingston Avenue "," Unknown","43 E Livingston Ave, Columbus, OH 43215, USA","2024","06","SW","39.952736,-82.997515","204","East Livingston Avenue & Unknown~43 E Livingston Ave, Columbus, OH 43215, USA~2024-06~SW~39.952736,-82.997515~id-204.jpg"
"East Livingston Avenue "," Unknown","480 S 3rd St #142a, Columbus, OH 43215, USA","2022","09","S","39.952789,-82.995706","364","East Livingston Avenue & Unknown~480 S 3rd St #142a, Columbus, OH 43215, USA~2022-09~S~39.952789,-82.995706~id-364.jpg"
"East Stewart Avenue "," East Stewart Avenue","22 Stewart Ave, Columbus, OH 43206, USA","2022","11","NE","39.942069,-82.995828","361","East Stewart Avenue & East Stewart Avenue~22 Stewart Ave, Columbus, OH 43206, USA~2022-11~NE~39.942069,-82.995828~id-361.jpg"
"East Stewart Avenue "," East Stewart Avenue","22 Stewart Ave, Columbus, OH 43206, USA","2022","11","NW","39.942069,-82.995828","361","East Stewart Avenue & East Stewart Avenue~22 Stewart Ave, Columbus, OH 43206, USA~2022-11~NW~39.942069,-82.995828~id-361.jpg"
"East Stewart Avenue "," East Stewart Avenue","29 Stewart Ave, Columbus, OH 43206, USA","2022","11","SE","39.942069,-82.995828","361","East Stewart Avenue & East Stewart Avenue~29 Stewart Ave, Columbus, OH 43206, USA~2022-11~SE~39.942069,-82.995828~id-361.jpg"
"East Stewart Avenue "," East Stewart Avenue","29 Stewart Ave, Columbus, OH 43206, USA","2022","11","SW","39.942069,-82.995828","361","East Stewart Avenue & East Stewart Avenue~29 Stewart Ave, Columbus, OH 43206, USA~2022-11~SW~39.942069,-82.995828~id-361.jpg"
"East Sycamore Street "," Briggs Street","355 E Sycamore St, Columbus, OH 43206, USA","2024","06","NW","39.948941,-82.988284","45","East Sycamore Street & Briggs Street~355 E Sycamore St, Columbus, OH 43206, USA~2024-06~NW~39.948941,-82.988284~id-45.jpg"
"East Sycamore Street "," Briggs Street","364 E Sycamore St, Columbus, OH 43206, USA","2024","06","NE","39.948941,-82.988284","45","East Sycamore Street & Briggs Street~364 E Sycamore St, Columbus, OH 43206, USA~2024-06~NE~39.948941,-82.988284~id-45.jpg"
"East Sycamore Street "," Brust Street","336 E Sycamore St, Columbus, OH 43206, USA","2022","10","NE","39.948954,-82.988898","44","East Sycamore Street & Brust Street~336 E Sycamore St, Columbus, OH 43206, USA~2022-10~NE~39.948954,-82.988898~id-44.jpg"
"East Sycamore Street "," Brust Street","336 E Sycamore St, Columbus, OH 43206, USA","2024","06","NE","39.948963,-82.988988","44","East Sycamore Street & Brust Street~336 E Sycamore St, Columbus, OH 43206, USA~2024-06~NE~39.948963,-82.988988~id-44.jpg"
"East Sycamore Street "," City Park Avenue","53 E Sycamore St, Columbus, OH 43206, USA","2022","09","SW","39.948741,-82.996258","28","East Sycamore Street & City Park Avenue~53 E Sycamore St, Columbus, OH 43206, USA~2022-09~SW~39.948741,-82.996258~id-28.jpg"
"East Sycamore Street "," City Park Avenue","655 City Park Ave, Columbus, OH 43206, USA","2022","09","NW","39.948741,-82.996258","28","East Sycamore Street & City Park Avenue~655 City Park Ave, Columbus, OH 43206, USA~2022-09~NW~39.948741,-82.996258~id-28.jpg"
"East Sycamore Street "," City Park Avenue","660 City Park Ave, Columbus, OH 43206, USA","2022","09","NE","39.948741,-82.996258","28","East Sycamore Street & City Park Avenue~660 City Park Ave, Columbus, OH 43206, USA~2022-09~NE~39.948741,-82.996258~id-28.jpg"
"East Sycamore Street "," City Park Avenue","672 City Park Ave, Columbus, OH 43206, USA","2022","09","SE","39.948741,-82.996258","28","East Sycamore Street & City Park Avenue~672 City Park Ave, Columbus, OH 43206, USA~2022-09~SE~39.948741,-82.996258~id-28.jpg"
"East Sycamore Street "," East Sycamore Street","262 1_2 E Sycamore St, Columbus, OH 43206, USA","2021","09","SE","39.949137,-82.991011","34","East Sycamore Street & East Sycamore Street~262 1_2 E Sycamore St, Columbus, OH 43206, USA~2021-09~SE~39.949137,-82.991011~id-34.jpg"
"East Sycamore Street "," East Sycamore Street","262 1_2 E Sycamore St, Columbus, OH 43206, USA","2021","09","SW","39.949137,-82.991011","34","East Sycamore Street & East Sycamore Street~262 1_2 E Sycamore St, Columbus, OH 43206, USA~2021-09~SW~39.949137,-82.991011~id-34.jpg"
"East Sycamore Street "," East Sycamore Street","267 E Sycamore St, Columbus, OH 43206, USA","2021","09","E","39.948988,-82.990902","39","East Sycamore Street & East Sycamore Street~267 E Sycamore St, Columbus, OH 43206, USA~2021-09~E~39.948988,-82.990902~id-39.jpg"
"East Sycamore Street "," East Sycamore Street","267 E Sycamore St, Columbus, OH 43206, USA","2021","09","SW","39.948988,-82.990902","39","East Sycamore Street & East Sycamore Street~267 E Sycamore St, Columbus, OH 43206, USA~2021-09~SW~39.948988,-82.990902~id-39.jpg"
"East Sycamore Street "," Jaeger Street","282 E Sycamore St, Columbus, OH 43206, USA","2022","10","NW","39.949002,-82.990262","41","East Sycamore Street & Jaeger Street~282 E Sycamore St, Columbus, OH 43206, USA~2022-10~NW~39.949002,-82.990262~id-41.jpg"
"East Sycamore Street "," Jaeger Street","283 E Sycamore St, Columbus, OH 43206, USA","2024","06","SW","39.948949,-82.990031","40","East Sycamore Street & Jaeger Street~283 E Sycamore St, Columbus, OH 43206, USA~2024-06~SW~39.948949,-82.990031~id-40.jpg"
"East Sycamore Street "," Jaeger Street","290 E Sycamore St, Columbus, OH 43206, USA","2021","09","SE","39.949097,-82.990226","41","East Sycamore Street & Jaeger Street~290 E Sycamore St, Columbus, OH 43206, USA~2021-09~SE~39.949097,-82.990226~id-41.jpg"
"East Sycamore Street "," Jaeger Street","297-299 Sycamore Pl, Columbus, OH 43206, USA","2024","06","SE","39.948949,-82.990031","40","East Sycamore Street & Jaeger Street~297-299 Sycamore Pl, Columbus, OH 43206, USA~2024-06~SE~39.948949,-82.990031~id-40.jpg"
"East Sycamore Street "," Macon Alley","186 E Sycamore St, Columbus, OH 43206, USA","2020","11","N","39.949115,-82.993030","37","East Sycamore Street & Macon Alley~186 E Sycamore St, Columbus, OH 43206, USA~2020-11~N~39.949115,-82.993030~id-37.jpg"
"East Sycamore Street "," Macon Alley","659 S 5th St, Columbus, OH 43206, USA","2020","11","NW","39.949115,-82.993030","37","East Sycamore Street & Macon Alley~659 S 5th St, Columbus, OH 43206, USA~2020-11~NW~39.949115,-82.993030~id-37.jpg"
"East Sycamore Street "," Mohawk Street","154 E Sycamore St, Columbus, OH 43206, USA","2022","10","NW","39.949115,-82.993676","33","East Sycamore Street & Mohawk Street~154 E Sycamore St, Columbus, OH 43206, USA~2022-10~NW~39.949115,-82.993676~id-33.jpg"
"East Sycamore Street "," Mohawk Street","51 E Sycamore St, Columbus, OH 43206, USA","2022","10","SE","39.949115,-82.993676","33","East Sycamore Street & Mohawk Street~51 E Sycamore St, Columbus, OH 43206, USA~2022-10~SE~39.949115,-82.993676~id-33.jpg"
"East Sycamore Street "," Mohawk Street","657 Mohawk St, Columbus, OH 43206, USA","2022","10","NE","39.949115,-82.993676","33","East Sycamore Street & Mohawk Street~657 Mohawk St, Columbus, OH 43206, USA~2022-10~NE~39.949115,-82.993676~id-33.jpg"
